"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HLA-DQA1.3",2.00191391182894e-107,-6.32160501245641,0.048,0.725,7.32720510868509e-103,"3","HLA-DQA1"
"LYN.3",9.23543634648894e-103,-6.50046710638961,0.025,0.696,3.38026205717842e-98,"3","LYN"
"CD79A.3",4.36316554244009e-100,-6.67726571397528,0.057,0.695,1.5969622201885e-95,"3","CD79A"
"HLA-DRB5.3",9.45414400592277e-100,-5.86074487120845,0.065,0.706,3.46031124760779e-95,"3","HLA-DRB5"
"GIMAP7.1",1.34558888073549e-97,1.65138321789394,0.941,0.474,4.92498986237995e-93,"3","GIMAP7"
"HLA-DMA.3",8.43255934105869e-96,-4.22508441640559,0.142,0.733,3.08640104442089e-91,"3","HLA-DMA"
"INPP4B.3",5.16303648069192e-95,1.65394403284672,0.918,0.465,1.88972298229805e-90,"3","INPP4B"
"CD83.3",8.36034864061977e-95,-3.91608228597194,0.331,0.805,3.05997120595324e-90,"3","CD83"
"BANK1.3",1.30923221499738e-94,-7.04971801638878,0.023,0.66,4.7919208301119e-90,"3","BANK1"
"MS4A1.3",1.65871445308143e-94,-7.03737692546951,0.051,0.671,6.07106076972335e-90,"3","MS4A1"
"FYB1.2",2.63658043218492e-94,1.23002260730138,0.997,0.712,9.65014803984002e-90,"3","FYB1"
"HLA-DQB1.3",1.69003177657588e-93,-4.13792877056473,0.28,0.772,6.18568530544538e-89,"3","HLA-DQB1"
"CD3E.2",2.27028784932476e-93,1.01039431253761,1,0.75,8.30948055731354e-89,"3","CD3E"
"RPL36.3",3.61860343936166e-92,0.458386620643598,1,1,1.32444504484076e-87,"3","RPL36"
"EZR.3",9.46884713499594e-91,-1.45213155564057,0.938,0.992,3.46569273987986e-86,"3","EZR"
"TCF7.2",2.22541310249217e-87,1.22564002603006,0.989,0.742,8.14523449643159e-83,"3","TCF7"
"ITM2B.2",2.97862726033544e-86,0.813813572425648,1,0.958,1.09020736355537e-81,"3","ITM2B"
"RALGPS2.3",1.2542784746638e-83,-4.73056435601397,0.088,0.656,4.59078464511697e-79,"3","RALGPS2"
"BLK.3",9.17273426299396e-82,-6.31803737208077,0.023,0.607,3.35731246759842e-77,"3","BLK"
"NOSIP.2",5.28951694661683e-81,1.27619830349571,0.977,0.72,1.93601609763123e-76,"3","NOSIP"
"RPS28.2",6.29423528503057e-80,0.404710870241098,1,1,2.30375305667404e-75,"3","RPS28"
"RPL34.2",7.57328117372503e-80,0.40040156189349,1,0.999,2.7718966423951e-75,"3","RPL34"
"IL32.2",9.46801170350703e-79,1.09511982285432,1,0.739,3.46538696360061e-74,"3","IL32"
"MAL.3",4.39245188485645e-78,1.57023939651047,0.85,0.382,1.60768131437631e-73,"3","MAL"
"LEF1.2",5.93483496092377e-78,1.475184380946,0.878,0.433,2.17220894404771e-73,"3","LEF1"
"AFF3.3",3.40451206495415e-77,-4.35864498224871,0.099,0.638,1.24608546089387e-72,"3","AFF3"
"EVL.2",1.26757259587217e-76,0.827647469927935,1,0.938,4.63944245815174e-72,"3","EVL"
"MAP3K8.2",1.31403632310733e-76,-2.75926101086827,0.28,0.775,4.80950434620515e-72,"3","MAP3K8"
"MARCKS.3",2.23888065879294e-76,-9.25709341504404,0,0.566,8.19452709924802e-72,"3","MARCKS"
"AC139720.1.2",1.21307906700046e-74,2.75546817383118,0.388,0.071,4.43999069312839e-70,"3","AC139720.1"
"LCK.2",1.77423346464723e-74,1.09643203649406,0.986,0.667,6.49387190395533e-70,"3","LCK"
"LDHB.2",8.14495018586306e-74,0.83319865171313,1,0.953,2.98113321752774e-69,"3","LDHB"
"MEF2C.3",1.60450849348479e-73,-8.02408463954438,0.003,0.554,5.87266153700367e-69,"3","MEF2C"
"SARAF.2",3.54727115011691e-73,0.651978876748654,1,0.997,1.29833671365429e-68,"3","SARAF"
"RPS12.3",5.40399405745865e-72,0.387640339356419,1,0.999,1.97791586497044e-67,"3","RPS12"
"FLT3LG.2",2.86186983360543e-71,1.18621170172807,0.969,0.637,1.04747297779792e-66,"3","FLT3LG"
"PDLIM1.2",3.95126605504028e-71,-5.06213143027295,0.025,0.567,1.44620288880529e-66,"3","PDLIM1"
"ARHGAP24.3",4.40372552844061e-71,-5.92620466324341,0.017,0.556,1.61180758066455e-66,"3","ARHGAP24"
"SWAP70.3",6.30308342101781e-71,-4.69935973833854,0.059,0.584,2.30699156292673e-66,"3","SWAP70"
"GNG7.3",1.51027004625862e-70,-4.46984190400073,0.068,0.59,5.52773939631117e-66,"3","GNG7"
"TNFRSF13C.3",4.28652951761507e-70,-5.33658095145735,0.034,0.562,1.56891266874229e-65,"3","TNFRSF13C"
"CD37.3",1.19163751734975e-69,-1.22035937070424,1,0.996,4.36151247725181e-65,"3","CD37"
"CXXC5.3",1.42686848485487e-69,-4.91856565972757,0.037,0.566,5.22248134141732e-65,"3","CXXC5"
"HLA-DMB.3",1.77454897286167e-69,-5.13075246535522,0.042,0.564,6.495026695571e-65,"3","HLA-DMB"
"TESPA1.2",2.01942995286765e-69,1.48473033188756,0.841,0.424,7.39131557049089e-65,"3","TESPA1"
"LINC00926.3",2.30428664309491e-69,-6.07832973424805,0.023,0.549,8.43391954239169e-65,"3","LINC00926"
"SYK.3",3.2742873789498e-67,-7.48076798369519,0.006,0.524,1.19842192356941e-62,"3","SYK"
"PLCG2.3",1.10910263689216e-66,-5.34985922753459,0.023,0.538,4.05942656128901e-62,"3","PLCG2"
"SELPLG.2",2.22218501615204e-66,1.20023282315748,0.926,0.516,8.13341937761807e-62,"3","SELPLG"
"ZEB2.3",3.06513082806739e-66,-3.16604707014775,0.119,0.633,1.12186853438095e-61,"3","ZEB2"
"MT-CO1.3",5.94558722250139e-66,-0.551532681496641,1,1,2.17614437930773e-61,"3","MT-CO1"
"NELL2.2",7.64144750009843e-66,1.52896761155686,0.796,0.355,2.79684619951103e-61,"3","NELL2"
"RPL39.1",9.27246651524895e-66,0.374422619085438,1,0.998,3.39381546924627e-61,"3","RPL39"
"GIMAP5.1",1.48773404159001e-65,1.68206229122313,0.728,0.326,5.44525536562358e-61,"3","GIMAP5"
"EBF1.3",3.34204410389237e-65,-6.38779824304219,0.014,0.522,1.22322156246565e-60,"3","EBF1"
"RPL30.2",9.6882141965653e-65,0.333615284066632,1,1,3.54598327808487e-60,"3","RPL30"
"PRKCB.3",1.80090475997038e-64,-1.46551725057232,0.799,0.937,6.59149151196759e-60,"3","PRKCB"
"CD2.1",2.42327623210126e-64,1.18492506863487,0.926,0.578,8.86943333711382e-60,"3","CD2"
"IFITM1.2",1.13053843381733e-63,0.824609702522923,1,0.86,4.13788372161481e-59,"3","IFITM1"
"AQP3.2",1.92767665663734e-63,1.38016478892141,0.836,0.416,7.05548933095831e-59,"3","AQP3"
"IRF8.3",8.83859285873426e-63,-7.27915602344762,0.006,0.501,3.23501337222533e-58,"3","IRF8"
"CD79B.3",1.79422573102912e-62,-3.43810238658913,0.201,0.638,6.56704559813969e-58,"3","CD79B"
"RPS27.2",2.61769584989885e-62,0.367836036806318,1,1,9.5810285802148e-58,"3","RPS27"
"TCF4.3",3.50479153364935e-62,-7.72075791246071,0.003,0.495,1.282788749231e-57,"3","TCF4"
"HERPUD1.3",4.12746049406415e-62,-1.71728560083459,0.652,0.89,1.51069181543242e-57,"3","HERPUD1"
"FAM49A.2",6.02702785685624e-62,-5.26463904701691,0.023,0.516,2.20595246588795e-57,"3","FAM49A"
"REL.3",4.50421837325829e-61,-1.46249220769447,0.66,0.892,1.64858896679627e-56,"3","REL"
"CD3D.2",4.50581386602476e-61,0.912147971144448,0.997,0.69,1.64917293310372e-56,"3","CD3D"
"RPL35A.2",4.75752778048719e-61,0.340659216260012,1,0.999,1.74130274293612e-56,"3","RPL35A"
"POU2AF1.3",1.42177884859154e-60,-6.49641412219893,0.011,0.493,5.20385276372991e-56,"3","POU2AF1"
"BASP1.3",2.4026071182118e-60,-7.59949390206306,0.003,0.485,8.79378231336701e-56,"3","BASP1"
"OSBPL10.3",2.75682264113732e-60,-3.89985686466055,0.096,0.563,1.00902465488267e-55,"3","OSBPL10"
"RPS21.1",3.61419361082111e-60,0.367572021278843,1,1,1.32283100349663e-55,"3","RPS21"
"PRKY.2",6.2388356984928e-60,2.0834936455266,0.425,0.102,2.28347625400535e-55,"3","PRKY"
"LAT.1",6.86793240251357e-60,1.05000177194482,0.96,0.615,2.51373193864399e-55,"3","LAT"
"CD19.3",8.61930409159886e-60,-6.90373403840531,0.006,0.485,3.1547514905661e-55,"3","CD19"
"RUBCNL.3",2.92143545817573e-59,-6.82821750214844,0.008,0.484,1.0692745920469e-54,"3","RUBCNL"
"NIBAN3.3",7.37144336019917e-59,-6.67192825728939,0.006,0.481,2.6980219842665e-54,"3","NIBAN3"
"SPIB.3",1.5796141492854e-58,-7.47291337453403,0.003,0.476,5.7815457477995e-54,"3","SPIB"
"ADAM28.3",2.14374319916166e-58,-7.61623242178811,0.003,0.474,7.84631448325161e-54,"3","ADAM28"
"GIMAP4.2",2.66894754985797e-58,1.33786974312888,0.776,0.376,9.76861492723516e-54,"3","GIMAP4"
"WDFY4.3",4.66588695906973e-58,-7.00109001242032,0.006,0.474,1.70776128588911e-53,"3","WDFY4"
"CD40LG.2",9.49729163955346e-58,1.96005472667624,0.55,0.192,3.47610371299296e-53,"3","CD40LG"
"CAMK4.2",1.0147144326393e-57,1.15033353289648,0.938,0.604,3.71395629490309e-53,"3","CAMK4"
"LY86.3",1.32189354302409e-57,-5.95849688007662,0.008,0.478,4.83826255682248e-53,"3","LY86"
"CDK14.3",3.59013045160087e-57,-5.76921034324804,0.02,0.483,1.31402364659043e-52,"3","CDK14"
"COBLL1.3",5.24735795854373e-57,-7.00517908311526,0.006,0.469,1.92058548640659e-52,"3","COBLL1"
"RPL32.2",5.34214230808244e-57,0.314942572555558,1,1,1.95527750618125e-52,"3","RPL32"
"PRKCQ-AS1.2",1.13757961837965e-56,1.39105878731875,0.79,0.392,4.16365516123135e-52,"3","PRKCQ-AS1"
"GSTK1.2",2.10283610139727e-56,0.713881932269935,0.997,0.958,7.69659041472414e-52,"3","GSTK1"
"BCL11B.2",5.53426209382683e-56,1.04477247189994,0.941,0.59,2.02559526896156e-51,"3","BCL11B"
"SERINC5.3",7.70933667029117e-56,1.44743306629143,0.759,0.376,2.82169431469327e-51,"3","SERINC5"
"PLEK.3",7.30795362619706e-55,-2.5063400554044,0.187,0.628,2.67478410672439e-50,"3","PLEK"
"TRABD2A.3",2.63593965114188e-54,1.5528489518771,0.68,0.294,9.64780271714438e-50,"3","TRABD2A"
"CCDC50.2",4.31943139745782e-53,-4.19841651350035,0.051,0.496,1.58095508578354e-48,"3","CCDC50"
"RPL41.1",8.63604225633291e-53,0.252810342434384,1,1,3.16087782624041e-48,"3","RPL41"
"RPL13.2",9.83557330117893e-53,0.291151660056005,1,1,3.5999181839645e-48,"3","RPL13"
"SYNGR2.3",1.65987892048425e-52,-1.37661279804534,0.72,0.885,6.07532283686441e-48,"3","SYNGR2"
"CD3G.2",1.66695978576879e-52,0.941228039902182,0.958,0.62,6.10123951189233e-48,"3","CD3G"
"RCAN3.3",2.23410485558229e-52,1.15782658749376,0.884,0.567,8.17704718191673e-48,"3","RCAN3"
"TNFRSF13B.3",2.76692555285712e-52,-6.60120198394076,0.008,0.444,1.01272242160123e-47,"3","TNFRSF13B"
"PCED1B-AS1.2",1.14210606279614e-51,0.850689271208738,0.994,0.897,4.18022240044014e-47,"3","PCED1B-AS1"
"RPS15A.2",1.19560930534909e-51,0.252484168873247,1,1,4.37604961850821e-47,"3","RPS15A"
"IGKC.3",1.47322743859411e-51,-7.48346442541886,0.04,0.467,5.39215974799832e-47,"3","IGKC"
"UBC.2",1.8293052874429e-51,-0.519191269007564,1,1,6.69544028256977e-47,"3","UBC"
"SPI1.3",2.59022346763859e-51,-7.36694516553371,0.003,0.433,9.480476913904e-47,"3","SPI1"
"CTSZ.3",3.6203652654342e-51,-2.16878688214499,0.292,0.679,1.32508989080157e-46,"3","CTSZ"
"CYBA.3",5.33255866073826e-51,-0.643709001306676,0.997,0.999,1.95176979541681e-46,"3","CYBA"
"ITK.2",1.37802679887822e-50,1.20343838593712,0.844,0.495,5.04371588657416e-46,"3","ITK"
"LEPROTL1.2",1.74138887829237e-50,0.881505390533312,0.98,0.756,6.37365743343789e-46,"3","LEPROTL1"
"TRAT1.2",1.75922265443344e-50,1.5536909006718,0.652,0.304,6.43893083749185e-46,"3","TRAT1"
"PAX5.3",3.31169548935364e-50,-6.85886391798181,0.006,0.428,1.21211366605833e-45,"3","PAX5"
"TNFRSF25.3",6.60685040617639e-50,1.35471009486838,0.7,0.332,2.41817331716462e-45,"3","TNFRSF25"
"B2M.3",9.98209827274736e-50,0.284200185756181,1,1,3.65354778880826e-45,"3","B2M"
"SETBP1.3",1.05004417667854e-49,-5.71284760884066,0.014,0.434,3.84326669106113e-45,"3","SETBP1"
"SKAP1.2",1.22193029008065e-49,0.900122734303546,0.983,0.701,4.4723870547242e-45,"3","SKAP1"
"FCRLA.3",1.6326923144008e-49,-6.84800956334828,0.006,0.424,5.97581713993839e-45,"3","FCRLA"
"JCHAIN.3",2.2975987422209e-49,-7.46782728365241,0.045,0.461,8.4094411564027e-45,"3","JCHAIN"
"PLEKHG1.3",2.34630149099539e-49,-4.77472770215279,0.034,0.453,8.58769808719221e-45,"3","PLEKHG1"
"TMEM173.2",2.42239433931152e-49,1.39168697092455,0.708,0.334,8.86620552131409e-45,"3","TMEM173"
"TXNIP.2",5.71864377032109e-49,0.731243150516045,1,0.965,2.09308080637522e-44,"3","TXNIP"
"SIRPG.2",6.08118358498224e-49,1.43050489521447,0.609,0.244,2.22577400393935e-44,"3","SIRPG"
"FCRL1.3",1.02871878470274e-48,-5.49962049654167,0.014,0.43,3.76521362389051e-44,"3","FCRL1"
"CD6.2",1.34256131551419e-48,1.01874937603132,0.926,0.59,4.91390867091348e-44,"3","CD6"
"NFKBID.3",1.3624677583238e-48,-3.08577733767071,0.139,0.545,4.98676824224095e-44,"3","NFKBID"
"THEMIS.2",2.24872836592409e-48,1.37739828614935,0.72,0.357,8.23057069211876e-44,"3","THEMIS"
"IGHA1.3",2.42661720329186e-48,-8.54415134353218,0.011,0.424,8.88166162576855e-44,"3","IGHA1"
"CD22.3",9.51609713659841e-48,-5.97418583004506,0.008,0.418,3.48298671296638e-43,"3","CD22"
"DDX3Y.1",1.35589535606731e-47,1.73379885013783,0.476,0.156,4.96271259274198e-43,"3","DDX3Y"
"CCND3.1",1.72998405301957e-47,0.75656080928332,0.986,0.807,6.33191463245692e-43,"3","CCND3"
"TPT1.3",2.34945073589907e-47,0.375111068239713,1,1,8.59922463846417e-43,"3","TPT1"
"P2RX5.3",7.08480449723698e-47,-2.92742272549395,0.184,0.568,2.59310929403371e-42,"3","P2RX5"
"PRKCA.3",1.44971243161717e-46,1.30513157976566,0.742,0.402,5.306092470962e-42,"3","PRKCA"
"ZFP36L2.1",1.52644473595327e-46,0.680108924614254,1,0.981,5.58694037806256e-42,"3","ZFP36L2"
"TRAC.2",5.42182525657548e-46,1.21931166743698,0.793,0.458,1.98444226215919e-41,"3","TRAC"
"LIME1.3",6.42377147165229e-46,0.762643508409131,0.977,0.796,2.35116459633946e-41,"3","LIME1"
"RPL37",7.79904843531838e-46,0.2877154500477,1,0.999,2.85452971781088e-41,"3","RPL37"
"TSHZ2.2",1.71766302914535e-45,1.5205630458884,0.521,0.19,6.2868184529749e-41,"3","TSHZ2"
"RPL6.1",1.78152009902939e-45,0.282701938331484,1,1,6.52054171445749e-41,"3","RPL6"
"ALOX5.3",1.98471274344348e-45,-3.27395342392577,0.079,0.482,7.26424711227749e-41,"3","ALOX5"
"GIMAP1.2",3.89677117684399e-45,1.33579435509491,0.728,0.386,1.42625721843667e-40,"3","GIMAP1"
"DGKA.3",4.8414439411592e-45,1.08518762584448,0.839,0.537,1.77201689690368e-40,"3","DGKA"
"TTC39C.2",5.7913883294271e-45,1.05789861278182,0.884,0.625,2.11970604245361e-40,"3","TTC39C"
"CD40.3",9.58341276095408e-45,-4.9834845229787,0.02,0.412,3.5076249046368e-40,"3","CD40"
"LCP2.2",2.63352296249243e-44,0.952938034316384,0.904,0.609,9.63895739501855e-40,"3","LCP2"
"FXYD5.2",4.99226031561169e-44,0.486971656992415,1,0.999,1.82721719811703e-39,"3","FXYD5"
"MYL12A.2",5.55696515233661e-44,0.536759711567035,1,0.983,2.03390481540672e-39,"3","MYL12A"
"RASGRF2.2",9.91683850879505e-44,1.7505435007999,0.45,0.155,3.62966206260408e-39,"3","RASGRF2"
"UVRAG.3",1.36035420697283e-43,-1.6118085328199,0.433,0.743,4.97903243294125e-39,"3","UVRAG"
"S100A4.2",1.73331953974673e-43,0.688245161188359,1,0.919,6.34412284742701e-39,"3","S100A4"
"CXCR5.3",1.82621027280599e-43,-3.15095700439819,0.085,0.478,6.6841122194972e-39,"3","CXCR5"
"PELI1.2",1.9403996686968e-43,-1.61298996939054,0.516,0.785,7.10205682739716e-39,"3","PELI1"
"DPYD.1",2.21800947761119e-43,1.00568927240412,0.87,0.563,8.11813648900471e-39,"3","DPYD"
"NCK2.3",2.32256256784348e-43,0.997699433981348,0.89,0.61,8.5008112545639e-39,"3","NCK2"
"LINC00861.1",2.4149303687706e-43,1.22109987976736,0.773,0.44,8.83888664273727e-39,"3","LINC00861"
"TMEM123.2",2.42388540734568e-43,0.824639985459621,0.943,0.759,8.87166297942591e-39,"3","TMEM123"
"ICOS.2",2.63831462655954e-43,1.39544164387912,0.697,0.337,9.65649536467057e-39,"3","ICOS"
"ANXA1.2",5.2275841482072e-43,0.683314372366297,1,0.709,1.91334807408532e-38,"3","ANXA1"
"DNAJB1.1",7.18040652253766e-43,0.746625754615283,0.992,0.818,2.62810059131401e-38,"3","DNAJB1"
"CD4.3",7.38256854855767e-43,1.37191324485736,0.629,0.281,2.70209391445759e-38,"3","CD4"
"AC013264.1.2",7.92745099933451e-43,2.18436174289081,0.312,0.078,2.90152634026642e-38,"3","AC013264.1"
"IGHM.3",9.68479467650044e-43,-6.35798998251586,0.028,0.405,3.54473169954593e-38,"3","IGHM"
"RPL36A.2",1.75027328059946e-42,0.378103686786431,1,0.998,6.40617523432208e-38,"3","RPL36A"
"FOS.3",2.67410351377522e-42,0.705902854857601,1,0.986,9.7874862707687e-38,"3","FOS"
"TMSB4X.2",2.79335575077056e-42,0.313794656149422,1,1,1.02239613833953e-37,"3","TMSB4X"
"TRAF4.2",2.99489271637034e-42,-2.65223629919151,0.176,0.544,1.09616068311871e-37,"3","TRAF4"
"C12orf57.2",3.33834613054574e-42,0.65456403353554,1,0.929,1.22186806724105e-37,"3","C12orf57"
"TBC1D9.3",3.56364672120008e-42,-6.41335548993501,0.006,0.377,1.30433033642644e-37,"3","TBC1D9"
"RPS25.1",4.03578578419352e-42,0.280130741494768,1,0.999,1.47713795487267e-37,"3","RPS25"
"ABRACL.3",5.69618082938963e-42,0.974270046390812,0.861,0.59,2.0848591453649e-37,"3","ABRACL"
"PMAIP1.2",6.07287416445266e-42,-1.78847702790445,0.402,0.719,2.22273267293132e-37,"3","PMAIP1"
"S100A11.3",7.73975536886099e-42,0.887751625470607,0.87,0.605,2.83282786255681e-37,"3","S100A11"
"RPS3.2",8.64918770543895e-42,0.276084021419956,1,0.999,3.16568919206771e-37,"3","RPS3"
"BLNK.3",1.12720605190787e-41,-6.0090163834728,0.008,0.377,4.12568687058799e-37,"3","BLNK"
"CHPT1.3",1.39345619359219e-41,-1.94166369452356,0.326,0.647,5.10018901416678e-37,"3","CHPT1"
"TRIO.3",2.31899025107028e-41,-3.97911160669774,0.04,0.414,8.48773621794235e-37,"3","TRIO"
"RPL14.2",2.77168541919907e-41,0.280450716437333,1,0.999,1.01446458028105e-36,"3","RPL14"
"NCF1.3",2.77843457128975e-41,-1.73118001208383,0.482,0.733,1.01693483743776e-36,"3","NCF1"
"MARCH1.3",3.3750609903027e-41,-5.44171258207635,0.011,0.38,1.23530607306069e-36,"3","MARCH1"
"JUND.3",3.58220754401749e-41,-0.692146216071551,1,0.999,1.31112378318584e-36,"3","JUND"
"IFI30.2",4.56919947255726e-41,-5.2095095529555,0.04,0.41,1.67237269895068e-36,"3","IFI30"
"CYBB.3",1.19634721587164e-40,-7.41972369506516,0,0.361,4.37875044481181e-36,"3","CYBB"
"LRMP.2",1.63400463863824e-40,-2.63786257398628,0.178,0.539,5.98062037787983e-36,"3","LRMP"
"TIMP1.2",1.93744003566777e-40,0.836690310009786,0.816,0.462,7.09122427454761e-36,"3","TIMP1"
"RELB.3",2.40358100505698e-40,-1.20456678062496,0.626,0.848,8.79734683660906e-36,"3","RELB"
"SNX2.3",2.79216010231903e-40,-1.49240964496961,0.501,0.766,1.02195851904979e-35,"3","SNX2"
"FCGR2B.3",3.4176758352926e-40,-5.65067290775963,0.008,0.369,1.25090353247544e-35,"3","FCGR2B"
"LDLRAP1.2",3.92312419659205e-40,1.3765051674844,0.657,0.343,1.43590268719466e-35,"3","LDLRAP1"
"LSP1.3",5.11508065529745e-40,-0.633102192299815,1,0.993,1.87217067064542e-35,"3","LSP1"
"CIITA.3",8.6077842550086e-40,-4.31949711166022,0.025,0.389,3.1505351151757e-35,"3","CIITA"
"MT-CO2.2",1.20544495636916e-39,-0.350125749186222,1,1,4.41204908480677e-35,"3","MT-CO2"
"SEL1L3.3",1.95925265979486e-39,-1.84183019893446,0.402,0.685,7.17106066011518e-35,"3","SEL1L3"
"THEM4.2",2.23611220092808e-39,1.16543521004301,0.737,0.431,8.18439426661687e-35,"3","THEM4"
"TRAK1.3",2.32891042586901e-39,-2.53433475737514,0.147,0.51,8.52404504972317e-35,"3","TRAK1"
"BCL11A.3",3.8792442285242e-39,-6.13517646268641,0.003,0.355,1.41984218008214e-34,"3","BCL11A"
"JUNB.2",4.9728374339136e-39,0.640965897189226,1,0.99,1.82010822918672e-34,"3","JUNB"
"UBE2J1.1",6.21335505348594e-39,-1.73111464057491,0.465,0.751,2.27415008312639e-34,"3","UBE2J1"
"RAB11FIP1.2",6.41573522678164e-39,-1.92902773625731,0.312,0.633,2.34822325035435e-34,"3","RAB11FIP1"
"SAMHD1.2",7.11173691410624e-39,0.878737743906885,0.881,0.615,2.60296682793203e-34,"3","SAMHD1"
"CD28.2",8.17853773344799e-39,1.26547792985615,0.649,0.326,2.9934265958193e-34,"3","CD28"
"MGAT4A.2",9.42130224613294e-39,0.89115290011819,0.892,0.658,3.44829083510712e-34,"3","MGAT4A"
"LINC02273.2",1.49582188193637e-38,1.93866361977516,0.382,0.125,5.47485767007532e-34,"3","LINC02273"
"TC2N.1",1.62969688526739e-38,1.05431483285197,0.796,0.493,5.96485356976717e-34,"3","TC2N"
"NAPSA.3",2.48779288787371e-38,-5.55597779967893,0.008,0.357,9.10557074890657e-34,"3","NAPSA"
"NCOA3.1",3.75291489057866e-38,-1.76638360126636,0.448,0.717,1.37360437910069e-33,"3","NCOA3"
"CD5.2",4.61891288101942e-38,0.957179263448345,0.853,0.545,1.69056830358192e-33,"3","CD5"
"PTGER2.1",4.7905159737363e-38,1.39560838428653,0.632,0.317,1.75337675154722e-33,"3","PTGER2"
"ZAP70.2",4.91028168951429e-38,0.787951673666114,0.952,0.647,1.79721220117912e-33,"3","ZAP70"
"PALM2-AKAP2.3",5.19595490650171e-38,-2.84818279715786,0.096,0.454,1.90177145532869e-33,"3","PALM2-AKAP2"
"HDAC9.2",6.27189903067198e-38,-4.0544036053664,0.031,0.385,2.29557776421625e-33,"3","HDAC9"
"TRAF3IP3.2",1.21291033021423e-37,0.755625653898001,0.946,0.828,4.43937309961709e-33,"3","TRAF3IP3"
"USP9Y.1",1.68803274467057e-37,1.59387890552271,0.38,0.117,6.17836864876874e-33,"3","USP9Y"
"PI16.2",3.55583315724495e-37,1.91983359931227,0.354,0.11,1.30147049388322e-32,"3","PI16"
"IL6R.2",4.46262616084436e-37,1.51514832770181,0.487,0.199,1.63336580113065e-32,"3","IL6R"
"SATB1.2",6.89452237949193e-37,1.2336312863924,0.68,0.361,2.52346413611784e-32,"3","SATB1"
"TSPAN3.3",1.10122689201947e-36,-2.44853741515712,0.144,0.495,4.03060054748048e-32,"3","TSPAN3"
"CPNE5.3",2.0495476838764e-36,-5.03046394322879,0.017,0.354,7.50154947775602e-32,"3","CPNE5"
"LAT2.3",2.20083005799095e-36,-4.69993612323398,0.02,0.356,8.05525809525267e-32,"3","LAT2"
"CD24.3",2.56616684362367e-36,-6.42877182395935,0.006,0.337,9.39242726434698e-32,"3","CD24"
"ETS1.2",3.90541661255828e-36,0.61137601797995,0.992,0.884,1.42942153436246e-31,"3","ETS1"
"TRADD.2",4.16686330190523e-36,0.948918635383469,0.839,0.598,1.52511363713033e-31,"3","TRADD"
"MTSS1.2",6.54188946657586e-36,-2.42370976278617,0.173,0.517,2.39439696366143e-31,"3","MTSS1"
"RPL11.2",6.99316532819528e-36,0.223938889563,1,1,2.55956844177276e-31,"3","RPL11"
"AKAP13.1",7.21271661797472e-36,-0.855200011142204,0.89,0.958,2.63992640934493e-31,"3","AKAP13"
"RPL5.2",7.45070633192284e-36,0.264488649980044,1,1,2.72703302454708e-31,"3","RPL5"
"STMN3.2",9.62719632756753e-36,1.03119373599572,0.771,0.493,3.52365012785299e-31,"3","STMN3"
"SCML4.2",1.68253152811408e-35,0.917872882580746,0.884,0.645,6.15823364605035e-31,"3","SCML4"
"CD96.1",2.80939562079347e-35,0.910267930192452,0.901,0.622,1.02826689116662e-30,"3","CD96"
"AAK1.2",3.44750521678992e-35,1.0402228067517,0.788,0.505,1.26182138439728e-30,"3","AAK1"
"SORL1.1",3.69709475429315e-35,0.963118738298845,0.824,0.525,1.35317365101884e-30,"3","SORL1"
"HSH2D.2",4.10668987792829e-35,-1.95522964788115,0.249,0.577,1.50308956222054e-30,"3","HSH2D"
"PLAAT4.3",4.60904641112529e-35,0.688236223337257,0.963,0.793,1.68695707693597e-30,"3","PLAAT4"
"DENND5B.3",5.35206154090774e-35,-5.38850623069365,0.008,0.333,1.95890804458764e-30,"3","DENND5B"
"DPP4.2",5.44823597340296e-35,1.57292657312754,0.445,0.172,1.99410884862522e-30,"3","DPP4"
"RPS29.1",1.50539768562323e-34,0.333775581963379,1,0.998,5.50990606914959e-30,"3","RPS29"
"RPS27A.2",3.09506881784531e-34,0.245946328870973,1,1,1.13282613801956e-29,"3","RPS27A"
"PRDM2.3",4.16690428824633e-34,-1.16814961190469,0.626,0.833,1.52512863854104e-29,"3","PRDM2"
"HVCN1.3",6.41927095894662e-34,-2.71054419044282,0.113,0.445,2.34951736368405e-29,"3","HVCN1"
"IGHG2.2",6.74496884861832e-34,-6.79699773374111,0.006,0.32,2.46872604828279e-29,"3","IGHG2"
"VPREB3.3",1.1183346805142e-33,-5.40216313191841,0.006,0.32,4.09321676415002e-29,"3","VPREB3"
"RBM38.3",1.12692091551113e-33,-0.948424922353086,0.89,0.942,4.1246432428623e-29,"3","RBM38"
